Indicador,Nombre Indicador,Clave área geográfica,Entidad,Municipio,Periodo,Valor
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/11,93.8092593359
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/10,95.2799902249
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/09,89.4751786972
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/08,92.2173272716
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/07,91.411022019
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/06,93.5345987755
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/05,94.3223674941
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/04,89.3206266489
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/03,91.4220519012
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/02,85.7682791303
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2007/01,88.7772866613
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/12,90.8613809801
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/11,91.1451989818
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/10,91.5974874012
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/09,87.8690975305
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/08,90.2461854932
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/07,88.3588936654
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/06,91.3686416419
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/05,93.1393529873
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/04,87.1025010908
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/03,89.5400813128
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/02,84.0829660491
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2006/01,87.0455609591
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/12,89.1510981856
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/11,88.657324724
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/10,86.8531033834
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/09,84.6425595588
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/08,86.4311991324
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/07,83.7841997665
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/06,86.3520874198
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/05,87.8888911449
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/04,86.5937284395
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/03,83.6263954311
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/02,80.8994202003
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2005/01,82.2583702102
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/12,86.2305672281
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/11,85.9415397198
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/10,84.3626848303
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/09,82.1975085382
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/08,83.1324397615
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/07,82.9402339305
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/06,85.6208725355
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/05,85.2390495632
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/04,82.9362250937
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/03,84.927848566
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/02,79.1938220919
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2004/01,80.9300663979
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/12,83.3303697702
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/11,80.6345132914
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/10,81.8791094448
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/09,79.1887801539
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/08,79.4199522308
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/07,80.9357011629
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/06,81.4433698232
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/05,82.2884185148
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/04,79.9509284977
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/03,80.3397554571
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/02,77.1755052201
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2003/01,79.2723888575
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/12,80.4905067625
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/11,80.095182105
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/10,81.6077386069
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/09,78.3801796406
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/08,80.305760518
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/07,79.9271836867
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/06,79.7212702042
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/05,82.0699418785
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/04,80.8302351088
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/03,77.1222724473
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/02,75.1093153479
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2002/01,77.3862850601
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/12,79.0924690564
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/11,80.0938992833
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/10,79.9735516193
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/09,78.2695730391
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/08,80.5870320979
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/07,79.32531293
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/06,80.6070076274
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/05,81.7840886163
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/04,77.5311546825
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/03,80.7678739465
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/02,76.4192579678
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2001/01,79.4234580026
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/12,79.4983013926
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/11,80.916185699
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/10,80.8095844015
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/09,80.1648725538
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/08,81.1907409729
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/07,79.629725583
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/06,81.541544916
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/05,82.3433051272
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/04,77.0075638185
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/03,80.3579501356
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/02,77.3673161378
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,2000/01,77.9300288931
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/12,78.0534684368
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/11,77.6701319948
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/10,76.4546543996
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/09,76.2477526799
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/08,75.6700137854
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/07,76.3126248413
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/06,76.5567451361
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/05,76.9230415426
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/04,74.3292274761
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/03,76.9921085454
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/02,72.7094015887
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1999/01,74.2838069583
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/12,75.6773518216
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/11,74.4434402271
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/10,74.4641798715
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/09,73.7673171292
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/08,73.4792497967
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/07,74.614461876
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/06,74.6451873903
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/05,75.1380150684
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/04,72.9523756679
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/03,75.3075129594
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/02,71.2676398212
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1998/01,72.2812502473
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/12,73.7804386824
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/11,72.7578924892
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/10,73.2372785539
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/09,70.7515847643
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/08,70.0284505445
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/07,70.4839014465
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/06,70.7175744234
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/05,71.2536316078
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/04,70.1893874635
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/03,67.08871365
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/02,66.0157188431
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1997/01,67.9222640397
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/12,69.2684510405
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/11,68.5590415577
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/10,67.8246393297
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/09,65.0377449347
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/08,65.3645733945
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/07,65.9122307115
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/06,65.5781667234
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/05,66.5689589083
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/04,63.8220199004
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/03,65.0043544205
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/02,63.2503336641
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1996/01,64.5973591162
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/12,65.4134589233
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/11,63.0601993013
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/10,60.2182432936
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/09,60.8477198837
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/08,61.0682042755
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/07,59.7791696175
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/06,61.0823415749
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/05,61.1767744021
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/04,59.2390870967
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/03,62.9298652808
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/02,60.2941896882
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1995/01,65.1023361029
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/12,68.0674403804
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/11,67.8468740347
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/10,66.7306848081
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/09,65.7647744787
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/08,65.7963434574
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/07,64.702062241
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/06,66.6357909092
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/05,66.858802303
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/04,65.8917161061
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/03,65.7902745746
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/02,62.733155894
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1994/01,63.0292680958
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/12,66.1211926738
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/11,63.6217709008
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/10,62.8348011177
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/09,62.0183368658
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/08,62.0278863088
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/07,62.7979533586
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/06,62.882587375
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/05,63.6128997268
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/04,61.8659839625
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/03,63.9432493558
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/02,61.0225210579
6207061409,IGAE. Índice de volumen físico base 2013=100. Total,0700,Estados Unidos Mexicanos,Estados Unidos Mexicanos,1993/01,60.4076908612
